tweetId,originalTweetId,fromUser  ,fromUserId,  toUser, toUserId ,  interactTime, originalTime  , type
715613348230987778,715613348230987778,ASHRF_KURDI,00000000000706102908,ASHRF_KURDI,00000000000706102908,2016-03-31 18:54:52,2016-03-31 18:54:52,tweet
715553056327409665,715461981881237504,mhae_sarmiento,00000000004688557404,ALDENaticsQC_,00000000004856135885,2016-03-31 14:55:17,2016-03-31 08:53:23,retweet
715553056327409665,715553056327409665,mhae_sarmiento,00000000004688557404,ChristineBBabao,00000000000054902299,2016-03-31 14:55:17,2016-03-31 14:55:17,mention
715590021751898116,715590021751898116,ChapulcuCEO,00000000000057459000,ChapulcuCEO,00000000000057459000,2016-03-31 17:22:10,2016-03-31 17:22:10,tweet
715613508159848448,715613508159848448,almaith_9,00000000001719361008,almaith_9,00000000001719361008,2016-03-31 18:55:30,2016-03-31 18:55:30,tweet
715659813284405248,714170313735610372,Z_almalkii,00000000003173088042,voixov,00000000002738648548,2016-03-31 21:59:30,2016-03-27 19:20:46,retweet
715552297217040384,5260688168562688,wiqasshah,00000000000283838694,null,null,2016-03-31 14:52:16,null,reply
715552297217040384,715552297217040384,wiqasshah,00000000000283838694,JustinTrudeau,00000000000014260960,2016-03-31 14:52:16,2016-03-31 14:52:16,mention
715552297217040384,715552297217040384,wiqasshah,00000000000283838694,SabinaArbab,00000000002940121859,2016-03-31 14:52:16,2016-03-31 14:52:16,mention
715552297217040384,715552297217040384,wiqasshah,00000000000283838694,Canada,00000000002459609448,2016-03-31 14:52:16,2016-03-31 14:52:16,mention
715552297217040384,715552297217040384,wiqasshah,00000000000283838694,ExploreCanada,00000000000085433682,2016-03-31 14:52:16,2016-03-31 14:52:16,mention
715659886500188160,714573812843601920,Noora68688180,00000000004795456699,vivakw11,00000000000512753994,2016-03-31 21:59:47,2016-03-28 22:04:07,retweet
715552330926698501,715552330926698501,essamalmarri,00000000002294891742,essamalmarri,00000000002294891742,2016-03-31 14:52:24,2016-03-31 14:52:24,tweet
715616256896806912,715616256896806912,AMIRDARAJ,00000000000179900416,AMIRDARAJ,00000000000179900416,2016-03-31 19:06:25,2016-03-31 19:06:25,tweet
715552416956039168,715552416956039168,cresbo1989,00000000002444114659,cresbo1989,00000000002444114659,2016-03-31 14:52:45,2016-03-31 14:52:45,tweet
715589987295752192,5588333003546624,kamaalrkhan,00000000000115622213,null,null,2016-03-31 17:22:02,null,reply
715589987295752192,715589987295752192,kamaalrkhan,00000000000115622213,ajinkyarahane88,00000000000361315016,2016-03-31 17:22:02,2016-03-31 17:22:02,mention
715553121129340932,715553121129340932,SexyCelebs20,00000000002686020403,SexyCelebs20,00000000002686020403,2016-03-31 14:55:33,2016-03-31 14:55:33,tweet
715659817059090433,715659817059090433,Saeedbunawas,00000000000278909945,Saeedbunawas,00000000000278909945,2016-03-31 21:59:31,2016-03-31 21:59:31,tweet
715590043910479872,714381584128942080,MeriamLubat,00000000003823990469,arjhaytorres,00000000000125038990,2016-03-31 17:22:16,2016-03-28 09:20:16,retweet
715553145623945216,715553145623945216,Only_Pak_Team,00000000002748547591,Only_Pak_Team,00000000002748547591,2016-03-31 14:55:38,2016-03-31 14:55:38,tweet
715659807663984640,5657473982595072,amallyaah,00000000003350227246,null,null,2016-03-31 21:59:29,null,reply
715659807663984640,715659807663984640,amallyaah,00000000003350227246,hindaz_,00000000004857060353,2016-03-31 21:59:29,2016-03-31 21:59:29,mention
715589981520203776,715589981520203776,djdavidcraig,00000000000023820952,djdavidcraig,00000000000023820952,2016-03-31 17:22:01,2016-03-31 17:22:01,tweet
715589981520203776,715589981520203776,djdavidcraig,00000000000023820952,LocaUae,00000000000395966492,2016-03-31 17:22:01,2016-03-31 17:22:01,mention
715659861044948992,715608349849456640,sabsepehlePAK,00000000003194932022,ESPNcricinfo,null,2016-03-31 21:59:41,null,pseudo_retweet
715589990990876672,715575859063566336,sheryl_labao,00000000003305849628,OFCTMarangya,00000000004697499235,2016-03-31 17:22:03,2016-03-31 16:25:54,retweet
715616867340058624,715609623626010624,KingVibess,00000000001053720019,WeedHumor,00000000000580248887,2016-03-31 19:08:51,2016-03-31 18:40:04,retweet
715617015277420544,715262584732131329,averdadeirababe,00000000002168042434,SexyGifsAllDay,00000000003106062871,2016-03-31 19:09:26,2016-03-30 19:41:03,retweet
715590146842820608,715589526886883330,IamMushtak,00000000000061440547,Trendulkar,00000000000065851020,2016-03-31 17:22:40,2016-03-31 17:20:12,retweet
715552431791284224,715552431791284224,Sosepho,00000000000367588346,Sosepho,00000000000367588346,2016-03-31 14:52:48,2016-03-31 14:52:48,tweet
715552456327860224,715552456327860224,Msmirrey,00000000000085423091,Msmirrey,00000000000085423091,2016-03-31 14:52:54,2016-03-31 14:52:54,tweet
715552456327860224,715552456327860224,Msmirrey,00000000000085423091,GaryBarlow,00000000000386654472,2016-03-31 14:52:54,2016-03-31 14:52:54,mention
715552456327860224,715552456327860224,Msmirrey,00000000000085423091,JillCampbell10,00000000000528382344,2016-03-31 14:52:54,2016-03-31 14:52:54,mention
715590164056260609,715576220629475329,SikandarMirani,00000000000706377881,MOHRE_UAE,00000000002315373560,2016-03-31 17:22:44,2016-03-31 16:27:20,retweet
715590077234094080,715590077234094080,ShammaMD,00000000000073979755,ShammaMD,00000000000073979755,2016-03-31 17:22:24,2016-03-31 17:22:24,tweet
715616920867901445,715182963361767426,abdulla_ali1986,00000000000817085906,naseer_alsona,00000000000462258134,2016-03-31 19:09:04,2016-03-30 14:24:40,retweet
715616920867901445,715616920867901445,abdulla_ali1986,00000000000817085906,husain2015y,00000000003309786390,2016-03-31 19:09:04,2016-03-31 19:09:04,mention
715552672863150080,5251407679389696,grezo95,00000000003724465934,null,null,2016-03-31 14:53:46,null,reply
715552672863150080,715552672863150080,grezo95,00000000003724465934,BillY_88_,00000000002602294100,2016-03-31 14:53:46,2016-03-31 14:53:46,mention
715659873497780224,715656093037363201,tipoyaok,00000000003793535105,EChabango,00000000002283995481,2016-03-31 21:59:44,2016-03-31 21:44:43,retweet
715589996212842497,5271996481863680,nesbh,00000000000736822705,null,null,2016-03-31 17:22:04,null,reply
715589996212842497,715589996212842497,nesbh,00000000000736822705,nesbh,00000000000736822705,2016-03-31 17:22:04,2016-03-31 17:22:04,mention
715616781277245440,5613736019439620,AfridiZiddi,00000000002847828654,null,null,2016-03-31 19:08:30,null,reply
715616781277245440,715616781277245440,AfridiZiddi,00000000002847828654,CR4ZY__AFRIDIAN,00000000002285038351,2016-03-31 19:08:30,2016-03-31 19:08:30,mention
715659877339803649,715659560992837632,bryanakrysx_,00000000002843677583,holds,00000000002918844801,2016-03-31 21:59:45,2016-03-31 21:58:30,retweet
715588817458167813,715549061697433600,sidhuwrites,00000000000371347032,forwardshortleg,00000000000114574588,2016-03-31 17:17:23,2016-03-31 14:39:25,retweet
715659853843329024,5659571805753346,KeevinCab,00000000002955632061,null,null,2016-03-31 21:59:40,null,reply
715659853843329024,715659853843329024,KeevinCab,00000000002955632061,1905_RoCastro,00000000001594944925,2016-03-31 21:59:40,2016-03-31 21:59:40,mention
715659935649046528,715655903282872325,houriah_kh,00000000004908779038,BiltajiMazen,00000000003891272597,2016-03-31 21:59:59,2016-03-31 21:43:58,retweet
715659935649046528,715659935649046528,houriah_kh,00000000004908779038,houriah_kh,00000000004908779038,2016-03-31 21:59:59,2016-03-31 21:59:59,mention
715556856580718592,715550036873109504,balbader,00000000000023321417,ImanBenChaibah,00000000000109279209,2016-03-31 15:10:23,2016-03-31 14:43:17,retweet
715616802231943168,715616802231943168,lejeanedary,00000000002290861837,lejeanedary,00000000002290861837,2016-03-31 19:08:35,2016-03-31 19:08:35,tweet
715552813225545728,715183682814930944,_DRFa6ma,00000000000557198649,latifaalkarrani,00000000002730515533,2016-03-31 14:54:19,2016-03-30 14:27:32,retweet
715588788366389248,715588788366389248,naichicarpeso,00000000000271996925,naichicarpeso,00000000000271996925,2016-03-31 17:17:16,2016-03-31 17:17:16,tweet
715588788366389248,715588788366389248,naichicarpeso,00000000000271996925,Wellness_Mike,00711954029832769537,2016-03-31 17:17:16,2016-03-31 17:17:16,mention
715616977746804736,715616977746804736,NBI_Middle_East,00000000002391231588,NBI_Middle_East,00000000002391231588,2016-03-31 19:09:17,2016-03-31 19:09:17,tweet
715588797623304193,5585736498618370,Shaikha_Yaqoob,00000000000321336825,null,null,2016-03-31 17:17:19,null,reply
715588797623304193,715588797623304193,Shaikha_Yaqoob,00000000000321336825,Multiartist,00000000000429442673,2016-03-31 17:17:19,2016-03-31 17:17:19,mention
715552895060611076,715552895060611076,NicoloCasini,00000000002493593502,NicoloCasini,00000000002493593502,2016-03-31 14:54:39,2016-03-31 14:54:39,tweet
715552895060611076,715552895060611076,NicoloCasini,00000000002493593502,VIPROOMDUBAI,00000000000968810263,2016-03-31 14:54:39,2016-03-31 14:54:39,mention
715552971673772033,715552841704706049,keenmichal,00000000003142071295,TahirulQadri,00000000000062030459,2016-03-31 14:54:57,2016-03-31 14:54:26,retweet
715556153283842056,5554667409776641,2c67f712c67f7,00715554725668622336,null,null,2016-03-31 15:07:35,null,reply
715556153283842056,715556153283842056,2c67f712c67f7,00715554725668622336,hCYhgzJy8fcF6GU,00714285320615776256,2016-03-31 15:07:35,2016-03-31 15:07:35,mention
715658874490064897,715658712287993857,AnanassPom,00000000000616572882,LinoTreize,00000000002163299623,2016-03-31 21:55:46,2016-03-31 21:55:07,retweet
715609116467662852,715077595881205760,2255Fa,00000000000786218658,Sh96F,00000000000501294215,2016-03-31 18:38:03,2016-03-30 07:25:59,retweet
715658922300932100,715658922300932100,Mashalalkurdi7,00000000003233489664,Mashalalkurdi7,00000000003233489664,2016-03-31 21:55:58,2016-03-31 21:55:58,tweet
715588637052641280,5579952830279680,MomInNazIr11,00000000002459169992,null,null,2016-03-31 17:16:40,null,reply
715588637052641280,715588637052641280,MomInNazIr11,00000000002459169992,IMxGxWxVI,00000000001418166697,2016-03-31 17:16:40,2016-03-31 17:16:40,mention
715588637052641280,715588637052641280,MomInNazIr11,00000000002459169992,Prfction100K,00000000004648234032,2016-03-31 17:16:40,2016-03-31 17:16:40,mention
715588637052641280,715588637052641280,MomInNazIr11,00000000002459169992,selanikli91_Can,00000000003006647181,2016-03-31 17:16:40,2016-03-31 17:16:40,mention
715588637052641280,715588637052641280,MomInNazIr11,00000000002459169992,CrazyAtHisBest,00000000000621563492,2016-03-31 17:16:40,2016-03-31 17:16:40,mention
715588637052641280,715588637052641280,MomInNazIr11,00000000002459169992,David_Lihach,00000000003078026013,2016-03-31 17:16:40,2016-03-31 17:16:40,mention
715588637052641280,715588637052641280,MomInNazIr11,00000000002459169992,YoGawdess,00000000003435595119,2016-03-31 17:16:40,2016-03-31 17:16:40,mention
715588637052641280,715588637052641280,MomInNazIr11,00000000002459169992,MomInNazIr11,00000000002459169992,2016-03-31 17:16:40,2016-03-31 17:16:40,mention
715588637052641280,715588637052641280,MomInNazIr11,00000000002459169992,ELITE_LEGENDZ_,00000000002887968749,2016-03-31 17:16:40,2016-03-31 17:16:40,mention
715609191587651584,715485132673581056,sas__8,00000000001369031107,os48x,00705497078798139392,2016-03-31 18:38:21,2016-03-31 10:25:23,retweet
715553709783191552,715465083355316224,mozaald63x,00000000003870455964,Z922_x,00000000003044627923,2016-03-31 14:57:53,2016-03-31 09:05:43,retweet
715658853845741568,715658853845741568,aljehaniya,00000000000246771029,aljehaniya,00000000000246771029,2016-03-31 21:55:41,2016-03-31 21:55:41,tweet
715609237305561092,715592043112898560,kbk_77,00000000003297018643,W888F,00000000001046269406,2016-03-31 18:38:32,2016-03-31 17:30:12,retweet
715553889894985730,715553660139388929,aul7_jory,00715038948700069889,MaysaAhmed17,00000000004344466397,2016-03-31 14:58:36,2016-03-31 14:57:41,retweet
715609347703836672,715609347703836672,amy_alfalasi,00000000000080014040,amy_alfalasi,00000000000080014040,2016-03-31 18:38:58,2016-03-31 18:38:58,tweet
715556257634127872,5540228681949185,uae7mood,00000000000432449662,null,null,2016-03-31 15:08:00,null,reply
715556257634127872,715556257634127872,uae7mood,00000000000432449662,seto003,00000000003348947180,2016-03-31 15:08:00,2016-03-31 15:08:00,mention
715588973230493696,5588073581645824,rokkingrahman,00000000001132390279,null,null,2016-03-31 17:18:00,null,reply
715588973230493696,715588973230493696,rokkingrahman,00000000001132390279,DiganganaS,00000000000360677315,2016-03-31 17:18:00,2016-03-31 17:18:00,mention
715588842120744964,715588842120744964,AlWaslSC,00000000000207997415,AlWaslSC,00000000000207997415,2016-03-31 17:17:29,2016-03-31 17:17:29,tweet
715609365970100224,715609365970100224,omarwael__,00000000000489106615,omarwael__,00000000000489106615,2016-03-31 18:39:02,2016-03-31 18:39:02,tweet
715547900789583872,715520393839308800,wasimriaz005,00000000002405046986,aali611,00000000000798269490,2016-03-31 14:34:48,2016-03-31 12:45:30,retweet
715547709969723392,715534192566804481,wasimriaz005,00000000002405046986,aali611,00000000000798269490,2016-03-31 14:34:02,2016-03-31 13:40:20,retweet
715609006010662912,715609006010662912,duniaezz,00000000003260484630,duniaezz,00000000003260484630,2016-03-31 18:37:37,2016-03-31 18:37:37,tweet
715547712461094912,715511450148675584,amaithany,00000000002680323572,Madmozill4,00000000000784024166,2016-03-31 14:34:03,2016-03-31 12:09:57,retweet
715589506724982784,715587724699377664,tiwanaldo,00000000003974222441,MichaelVaughan,00000000000097893963,2016-03-31 17:20:08,2016-03-31 17:13:03,retweet
715659157488156674,715659157488156674,javeria_qaiser,00000000000740422442,javeria_qaiser,00000000000740422442,2016-03-31 21:56:54,2016-03-31 21:56:54,tweet
715589574819454976,715589574819454976,Raaackerrr,00000000000126891725,Raaackerrr,00000000000126891725,2016-03-31 17:20:24,2016-03-31 17:20:24,tweet
715546736698200065,715520357331931136,PinkQuijano,00000000000062102356,PapaJackQuote,00000000001008769416,2016-03-31 14:30:10,2016-03-31 12:45:21,retweet
715556020014198784,715554370616750080,TEENTOP_9S,00000000001171961724,jaehwany0406,00000000000524152200,2016-03-31 15:07:04,2016-03-31 15:00:30,retweet
715609107710021634,715608460415475712,chello1232,00000000003422649554,mungkawkaw,00000000003532702398,2016-03-31 18:38:01,2016-03-31 18:35:26,retweet
715556645267484672,715556645267484672,Shamma_alaeeni,00000000003288752568,Shamma_alaeeni,00000000003288752568,2016-03-31 15:09:33,2016-03-31 15:09:33,tweet
715589611746148352,715589370712104960,shababic,00000000000162760154,kingmotta,00000000000373925433,2016-03-31 17:20:33,2016-03-31 17:19:35,retweet
715546867858333697,5538285502836736,almmarri_,00000000003163713061,null,null,2016-03-31 14:30:42,null,reply
715546867858333697,715546867858333697,almmarri_,00000000003163713061,F6aimAlswaidi,00000000000505882886,2016-03-31 14:30:42,2016-03-31 14:30:42,mention
715556710337888257,715470126150094848,Amal__Lootah,00000000000276601580,omr94_,00000000000245079094,2016-03-31 15:09:48,2016-03-31 09:25:45,retweet
715589636626579460,715525106529865728,MomInNazIr11,00000000002459169992,IMxGxWxVI,00000000001418166697,2016-03-31 17:20:39,2016-03-31 13:04:13,retweet
715589636626579460,715589636626579460,MomInNazIr11,00000000002459169992,roryquinn3,00000000000833944074,2016-03-31 17:20:39,2016-03-31 17:20:39,mention
715546750283546624,715546445131214849,AbdullaAlAwadhi,00000000000210427692,RashidBH,00000000000167402389,2016-03-31 14:30:14,2016-03-31 14:29:01,retweet
715556725902983168,715555568715366400,anilom791imoan,00000000003673730239,enjieyu,null,2016-03-31 15:09:52,null,pseudo_retweet
715589447937560577,713469958638977024,mazen1974,00000000000256300291,jerrysautogroup,00000000000309894095,2016-03-31 17:19:54,2016-03-25 20:57:48,retweet
715556760715714560,5556698224779264,KIMFOR123,00000000000372338324,null,null,2016-03-31 15:10:00,null,reply
715556760715714560,715556760715714560,KIMFOR123,00000000000372338324,mhmds1410q,00000000002869962133,2016-03-31 15:10:00,2016-03-31 15:10:00,mention
715547993395560449,715544450571874304,971amex,00000000000474786333,AsmaThePotato,00000000000540005247,2016-03-31 14:35:10,2016-03-31 14:21:05,retweet
715589500777443328,715540275679113216,ranowii,00000000000853203313,ner12k,null,2016-03-31 17:20:06,null,pseudo_retweet
715556650145292293,715556383962206209,baba_ronny,00000000003074764673,ShrutiShubham,00000000000347390125,2016-03-31 15:09:34,2016-03-31 15:08:30,retweet
715556650145292293,715556650145292293,baba_ronny,00000000003074764673,imVkohli,00000000000071201743,2016-03-31 15:09:34,2016-03-31 15:09:34,mention
715589688061366273,715589688061366273,pakchut786,00000000004346446460,pakchut786,00000000004346446460,2016-03-31 17:20:51,2016-03-31 17:20:51,tweet
715616085601611776,715616085601611776,vigneshjk12,00715486501459496961,vigneshjk12,00715486501459496961,2016-03-31 19:05:44,2016-03-31 19:05:44,tweet
715556904307662848,5555546699534336,goofynas1,00000000000183836679,null,null,2016-03-31 15:10:35,null,reply
715556904307662848,715556904307662848,goofynas1,00000000000183836679,bhogleharsha,00000000000078941611,2016-03-31 15:10:35,2016-03-31 15:10:35,mention
715548091332558849,715539853627289601,yaraabassam,00000000003286428746,MinnyAlien,00000000000143895663,2016-03-31 14:35:33,2016-03-31 14:02:49,retweet
715547780366929920,704753306971672577,abeerAlzaidani,00000000002896752132,zakeise,00000000001403392771,2016-03-31 14:34:19,2016-03-01 19:40:56,retweet
715659254842175488,5565849411608577,strawBESSI,00000000000201142926,null,null,2016-03-31 21:57:17,null,reply
715659254842175488,715659254842175488,strawBESSI,00000000000201142926,iameeyjeey,00000000000079094525,2016-03-31 21:57:17,2016-03-31 21:57:17,mention
715556639055736832,715556390954098693,Chethanblr,00000000002443723658,YUVSTRONG12,00000000000059808841,2016-03-31 15:09:31,2016-03-31 15:08:32,retweet
715556639055736832,715556639055736832,Chethanblr,00000000002443723658,imVkohli,00000000000071201743,2016-03-31 15:09:31,2016-03-31 15:09:31,mention
715556639055736832,715556639055736832,Chethanblr,00000000002443723658,ImRo45,00000000000121046433,2016-03-31 15:09:31,2016-03-31 15:09:31,mention
715556639055736832,715556639055736832,Chethanblr,00000000002443723658,ajinkyarahane88,00000000000361315016,2016-03-31 15:09:31,2016-03-31 15:09:31,mention
715556639055736832,715556639055736832,Chethanblr,00000000002443723658,ICC,00000000000177547780,2016-03-31 15:09:31,2016-03-31 15:09:31,mention
715589673683456000,715588788156809216,amiri105,00000000000495830468,Pro_Gentel,00000000000397095972,2016-03-31 17:20:47,2016-03-31 17:17:16,retweet
715659227264626688,715610218193887233,_dxb7,00000000000379702109,imem__s,00000000001861817994,2016-03-31 21:57:10,2016-03-31 18:42:26,retweet
715556528661598208,715556528661598208,SwatiKifayat,00000000002315229060,SwatiKifayat,00000000002315229060,2016-03-31 15:09:05,2016-03-31 15:09:05,tweet
715556528661598208,715556528661598208,SwatiKifayat,00000000002315229060,msdhoni,00000000000092708272,2016-03-31 15:09:05,2016-03-31 15:09:05,mention
715556528661598208,715556528661598208,SwatiKifayat,00000000002315229060,imVkohli,00000000000071201743,2016-03-31 15:09:05,2016-03-31 15:09:05,mention
715556528661598208,715556528661598208,SwatiKifayat,00000000002315229060,BCCI,00000000000185142711,2016-03-31 15:09:05,2016-03-31 15:09:05,mention
715556604427546624,715556604427546624,EsorYam17,00000000003134798624,EsorYam17,00000000003134798624,2016-03-31 15:09:23,2016-03-31 15:09:23,tweet
715616109412630528,715451656398352384,abdulla_ali1986,00000000000817085906,abmjifri,00000000003389671407,2016-03-31 19:05:50,2016-03-31 08:12:21,retweet
715546255338958848,715546037016899584,aprielle_17,00000000000490517399,sebduterte,00712450924665438208,2016-03-31 14:28:16,2016-03-31 14:27:24,retweet
715556293713510400,5555564558782464,shireengardner,00000000000167506544,null,null,2016-03-31 15:08:09,null,reply
715556293713510400,715556293713510400,shireengardner,00000000000167506544,realpreityzinta,00000000000086254626,2016-03-31 15:08:09,2016-03-31 15:08:09,mention
715556293713510400,715556293713510400,shireengardner,00000000000167506544,imVkohli,00000000000071201743,2016-03-31 15:08:09,2016-03-31 15:08:09,mention
715616273686740993,715616273686740993,sul6o0o0on,00000000000300325848,sul6o0o0on,00000000000300325848,2016-03-31 19:06:29,2016-03-31 19:06:29,tweet
715658948897083392,715658712090746880,Biebe_fuck,00000000000128529821,MsJaydeTaylor,00000000000334532410,2016-03-31 21:56:04,2016-03-31 21:55:07,retweet
715616362287251457,715541770277371904,muzmerizing,00703556168631853056,maiiiosh_,null,2016-03-31 19:06:50,null,pseudo_retweet
715659157345533952,715659157345533952,Fa6mh_FS,00000000000625860365,Fa6mh_FS,00000000000625860365,2016-03-31 21:56:54,2016-03-31 21:56:54,tweet
715639365012230146,715597333312970752,_m760,00000000000590769608,tevvaa,00000000003006617708,2016-03-31 20:38:15,2016-03-31 17:51:14,retweet
715616932142190596,715616932142190596,HenoooHano,00000000002872192655,HenoooHano,00000000002872192655,2016-03-31 19:09:06,2016-03-31 19:09:06,tweet
715659044837584896,715352898474008577,myd_096,00000000001518978282,sarhan910,00000000002594596363,2016-03-31 21:56:27,2016-03-31 01:39:56,retweet
715617008872792065,715616801720311808,JuniiiSays,00000000001959487406,HeyTweeeps,00000000001367889385,2016-03-31 19:09:25,2016-03-31 19:08:35,retweet
715659276451233794,5658556335333376,RwaLovesClouds,00000000000027929240,null,null,2016-03-31 21:57:22,null,reply
715659276451233794,715659276451233794,RwaLovesClouds,00000000000027929240,3abdullahAl,00000000000391023168,2016-03-31 21:57:22,2016-03-31 21:57:22,mention
715659276451233794,715659276451233794,RwaLovesClouds,00000000000027929240,RashidBH,00000000000167402389,2016-03-31 21:57:22,2016-03-31 21:57:22,mention
715638706326151168,715638706326151168,jhoomballeballe,00000000000224607717,jhoomballeballe,00000000000224607717,2016-03-31 20:35:38,2016-03-31 20:35:38,tweet
715617022688800768,7829651352240129,54_hrad,00715611640331370497,null,null,2016-03-31 19:09:28,null,reply
715617022688800768,715617022688800768,54_hrad,00715611640331370497,Capulz,00000000002341778230,2016-03-31 19:09:28,2016-03-31 19:09:28,mention
715617022688800768,715617022688800768,54_hrad,00715611640331370497,ThreesomePics,00000000003146486957,2016-03-31 19:09:28,2016-03-31 19:09:28,mention
715546856479186944,715546856479186944,HRICDubai,00000000000712433982,HRICDubai,00000000000712433982,2016-03-31 14:30:39,2016-03-31 14:30:39,tweet
715638566890680320,715637874809511939,siyahcorpfb,00000000003235241340,OnurKrsln1907,null,2016-03-31 20:35:04,null,pseudo_retweet
715638566890680320,715638566890680320,siyahcorpfb,00000000003235241340,EmekEge,00000000000083543215,2016-03-31 20:35:04,2016-03-31 20:35:04,mention
715659356616962048,715629797024665600,Yahya_Younus,00000000000772817671,GalalAmer,00000000000165901642,2016-03-31 21:57:41,2016-03-31 20:00:14,retweet
715616939268313089,715130618099568641,Heart_Willing_,00000000002294228947,iamkrissstine,00000000000354815840,2016-03-31 19:09:08,2016-03-30 10:56:40,retweet
715546718134206469,715545404599902208,IamMushtak,00000000000061440547,cricBC,00000000000549109873,2016-03-31 14:30:06,2016-03-31 14:24:53,retweet
715638922282459136,5638746817802240,Y_Abdelsalam,00000000000314871040,null,null,2016-03-31 20:36:29,null,reply
715638922282459136,715638922282459136,Y_Abdelsalam,00000000000314871040,RogersHelps,00000000000031442511,2016-03-31 20:36:29,2016-03-31 20:36:29,mention
715616972466208768,715502909073584128,najwa91112,00000000003149018040,nouf77700,00000000003043240279,2016-03-31 19:09:16,2016-03-31 11:36:01,retweet
715659230116757508,715629767081533440,Latifakkh,00000000000259745758,Du3aa,00000000000053079556,2016-03-31 21:57:11,2016-03-31 20:00:06,retweet
715556771868356608,715539138343206912,s_afm,00000000000381571848,sarathyab,00000000000422659804,2016-03-31 15:10:03,2016-03-31 13:59:59,retweet
715639071431868416,715639071431868416,AlReeM_S,00000000000030475900,AlReeM_S,00000000000030475900,2016-03-31 20:37:05,2016-03-31 20:37:05,tweet
715546850196078592,5546761683722240,Dr_laila_alamri,00000000003805146192,null,null,2016-03-31 14:30:37,null,reply
715546850196078592,715546850196078592,Dr_laila_alamri,00000000003805146192,www32813757,00000000001519250274,2016-03-31 14:30:37,2016-03-31 14:30:37,mention
715659074264809472,715638617851478016,xMrwa_,00000000000538213245,3wash09,00000000000170005727,2016-03-31 21:56:34,2016-03-31 20:35:17,retweet
715556411292446721,715138810200395776,asismnt,00000000002856916074,FCBW_A7,00000000000344611368,2016-03-31 15:08:37,2016-03-30 11:29:13,retweet
715547038151155717,715547038151155717,mapess,00000000000041867311,mapess,00000000000041867311,2016-03-31 14:31:22,2016-03-31 14:31:22,tweet
715547112742776832,715382727055290368,labelmetiny_,00000000002361823643,gretheeeeel,00000000001289875147,2016-03-31 14:31:40,2016-03-31 03:38:27,retweet
715557592370712576,715544926939914240,s_ir2,00000000000750778466,magdy0100354816,00000000004886219205,2016-03-31 15:13:19,2016-03-31 14:22:59,retweet
715557592370712576,715557592370712576,s_ir2,00000000000750778466,s_ir2,00000000000750778466,2016-03-31 15:13:19,2016-03-31 15:13:19,mention
715557592370712576,715557592370712576,s_ir2,00000000000750778466,487d89131684452,00000000004147332854,2016-03-31 15:13:19,2016-03-31 15:13:19,mention
